date,turkey_total_generation_in_gwh,population,imports_in_gwh,exports_in_gwh,gross_demand_in_gwh,natural_gas_price_usd_Mmbtu,pib_m_dollar,ratio_dollar_tl,coal_elect_prod_gwh,ng_elect_prod_gwh,thermique_elect_prod_gwh,hidro_elect_prod_gwh,geothermal_elect_prod_gwh,wind_elect_prod_gwh,solar_elect_prod_gwh,geothermal_solar_wind_elect_prod_gwh,roll_mean,roll_std
2017-03-01,23998.679259623612,,305.597211,247.902117,24056.37435362361,3190,180.03234580088937,3.6352,7684.5440352099995,8287.012416041583,16266.441953286503,5687.452982298202,498.342652,1381.439106685,165.00256535390005,2044.7843240389002,23668.590768972044,1670.4792698557899
2017-04-01,22583.39102641605,,156.56972900000002,308.10423399999996,22431.85652141605,3276,208.43348980873844,3.5516,6057.62077691,7443.265225930809,13771.157253542244,7137.608912103199,455.910934,1008.246226,210.46770077060646,1674.6248607706063,23736.525561825478,1594.2833908736611
2017-05-01,23442.22115275573,,230.38271,331.406744,23341.197118755732,3071,209.88726464551047,3.527,6197.57904718,7564.486325871953,14045.548337549804,7377.181760806002,470.426113,1314.2305201600002,234.8344212399232,2019.4910543999233,23826.62758254746,1532.608918607514
2017-06-01,22913.254572555543,,199.780996,252.798867,22860.236701555543,3035,210.23298375687705,3.5212,7686.3054611200005,7951.33706404275,15913.723365851201,5257.426025439999,453.943723,1009.0752138449999,279.0862444193415,1742.1051812643414,23780.66714152333,1554.2972865239717
2017-07-01,28362.638304104483,,286.144433,264.452295,28384.330442104485,2794,238.65885533361327,3.5193,9353.28346103,11251.801960482775,20895.613101843275,4719.755335544602,431.527656,1991.1187396049997,324.6234711116043,2747.269866716604,24083.568022194053,2038.9010732054692
2017-08-01,28130.390575063255,,212.59017200000002,242.256844,28100.723903063255,3040,243.26240610988074,3.4527,9075.366746650001,10898.015234861396,20269.012073871396,4803.5897429976,491.687672,2233.734281249,332.3668049452598,3057.78875819426,24201.203909642758,2234.2583610799184
2017-09-01,24455.315634428352,,260.45252999999997,243.119892,24472.648272428352,3007,235.68541391688,3.5637,8311.00401622,10103.356624891232,18718.57211525498,3789.241427401299,529.700264,1082.432702812,335.3691249600729,1947.5020917720726,24437.101031925515,2083.8513898023734
2017-10-01,24058.616359730702,,152.08504,324.32556600000004,23886.375833730704,2896,237.095514749284,3.792,8613.67138742,10512.245751143442,19449.25157506869,2361.5800298604004,595.3338,1331.7569461899998,320.69400861161034,2247.7847548016102,24563.90430012364,1990.487786392094
2017-11-01,24729.575887325314,,171.95110400000002,336.446571,24565.080420325314,3025,229.4121438962197,3.919,8841.11078402,11355.780595704042,20508.342975923642,2232.4273528519,611.113226,1123.43889132,254.25344122976514,1988.805558549765,24679.117935434566,1942.7005026450317
2017-12-01,26207.931403229653,,232.994056,307.43989899999997,26133.485560229652,2953,237.22063111590631,3.79,8789.56738967,9164.295472427017,18255.026145457694,4931.287244983799,626.311046,2172.331131765,222.9758350231657,3021.6180127881653,24725.17655585313,1972.3467289117843
2018-01-01,26667.163679132023,,165.22265,255.16238,26577.22394913202,2995,212.07467607974723,3.7555,9869.43439552,9223.71141387321,19415.130073541208,4535.584703001,648.350791,1812.0400539250002,256.0580576648153,2716.448902589815,24807.77922766158,2031.543656361579
2018-02-01,23633.144896549507,,202.277088,206.694678,23628.727306549506,2667,209.65737759752838,3.7988,9320.52011234,7775.696809883379,17393.84825410838,3611.7887009940014,572.203977,1684.638039645,370.6659248021309,2627.507941447131,24869.85503190952,1978.0881573530835
2018-03-01,25179.76504380499,,129.49317,250.18427,25059.07394380499,2733,201.36692101979438,3.9552,8753.48426516,6572.078575860705,15641.636309805705,6272.710261,641.256827,2053.8629757299996,570.2986702692821,3265.4184729992817,24953.413331091302,1961.711438588863
2018-04-01,23771.243465028292,,232.70819,70.07419,23933.877465028294,2763,221.14713927304896,4.0617,7856.8247948,6651.875589045897,14834.594718225897,6352.107508342,613.411247,1167.9172853549999,803.2127061053974,2584.5412384603974,25078.581743058992,1829.670325811563
2018-05-01,24176.750960746464,,288.44171,134.202193,24330.99047774646,2952,198.526541183632,4.5245,8817.931716524397,5926.538472350302,15082.5573342647,6495.626098725001,602.280225,1231.0688356599999,765.2184670967691,2598.567527756769,25161.06452297488,1765.4094290025878
2018-06-01,24264.06291922806,,228.792434,290.450254,24202.40509922806,2924,195.81298735292617,4.5872,9207.90558115,6380.856020897472,15919.926706028471,5670.984762311,564.264642,1258.4076825769998,850.4791263115897,2673.1514508885894,25272.911889447594,1644.7844898455796
2018-07-01,29589.0938038064,,272.785457,305.792872,29556.086388806405,2782,210.9703030674082,4.9142,9695.529860229999,10770.954515564754,20802.31102878975,5850.648238174999,555.956181,1428.4833652630005,951.6949905786498,2936.13453684165,25370.558218339418,1866.1754013341128
2018-08-01,27968.851017089954,,229.62185,280.115934,27918.35693308995,2916,158.57299836859244,6.538,10260.325840409998,7921.8264796055,18520.670696410496,5597.824065072002,581.589147,2354.617312636,914.149795971456,3850.356255607456,25355.360970841644,1842.5135761891022
2018-09-01,25433.575225446144,,203.86515,228.742746,25408.697629446146,3008,171.19390081470564,6.056,9384.369519619999,8954.422342426,18657.097536046,3668.7013095159996,563.421266,1710.0075378200002,834.3475760641485,3107.7763798841484,25433.36508392646,1821.4396517382002
2018-10-01,23966.24338033525,,147.44984,362.109772,23751.583448335252,3261,183.9963610070978,5.5835,10124.786927050001,8198.243745852,18637.088199667,2446.8623351290007,670.19405448,1512.0105139090003,700.0882771502484,2882.2928455392484,25422.132385143505,1832.230783932605
2018-11-01,24150.314820155792,,243.71218,328.62905,24065.39795015579,4612,197.0809702430806,5.2128,9993.87998701,6988.471724586,17324.872656862,3592.0681384790005,689.2466413750001,2059.548296586,484.57908685379573,3233.374024814796,25380.49217929604,1858.9623077322085
2018-12-01,26001.675179351805,82003882.0,132.51764,399.719077,25734.4737423518,2940,194.252591692312,5.2887,9963.63218426,7118.14078592,17453.74591837,5843.519461462001,728.80058332,1676.6042747609997,299.0049414388034,2704.409799519803,25347.241194472892,1847.804246239124
2019-01-01,26058.600996978643,,142.59655,251.9496,25949.24794697864,2814,179.01012727321555,5.1645,9112.69083629,5570.800799423735,15094.90935630539,5480.528118403001,904.41289968,2400.2379898809995,320.94433125325025,3625.59522081425,25294.90986096011,1818.4628270829994
2019-02-01,23522.12556536721,,175.964,321.80791,23376.28165536721,2812,173.22100060004902,5.3371,9131.025826000001,3722.2706297412,13219.059074427929,7172.732871257689,828.35786031,2263.929350959,523.5116790192825,3615.7988902882826,25273.872723361583,1840.8134748500327
2019-03-01,24843.57530922348,,259.045,264.05163,24838.568679223477,2662,166.41126852713919,5.5555,8577.60871,4443.479349523555,13426.612368873302,9627.606676399999,902.5335811299999,2164.73450131,791.328992527177,3858.597074967177,25255.497284646455,1844.249932659303
2019-04-01,23808.35764613896,,120.35713,293.30274,23635.41203613896,2575,172.48241164203824,5.9656,7120.358366,3283.170903377387,10806.143838643467,9140.014900791,855.7129207259999,2000.2863950520002,768.6911812194937,3624.690496997494,25230.625165572346,1865.5832564055838
2019-05-01,25013.344361581654,,136.68344,327.35996,24822.667841581653,2454,176.24628736455475,5.8382,6960.367957,3135.3639130156625,10529.028504799237,9023.442992330001,841.9019115899998,1543.972132612,971.7478313094181,3357.621875511418,25271.59827922528,1849.3574020708963
2019-06-01,24258.085886292036,,154.74377,155.83916,24256.990496292037,2308,177.64905213855826,5.7921,7693.736720000001,3182.6211251598997,11279.576343107063,6583.43787927,789.4474714199999,1279.6034520393234,959.9217235369722,3028.9726469962957,25276.147062313947,1846.5534826324827
2019-07-01,28789.663830655878,,164.11007,180.68879,28773.085110655877,2233,206.9921892226811,5.5864,10793.979036,6205.880921969319,17405.545543393913,6741.4245749,743.4059427999999,2662.528702115,1084.3706512189617,4490.305296133962,25210.896955801403,1688.6509291343575
2019-08-01,27713.472501507575,,193.11765999999997,175.86547,27730.724691507574,2285,198.32284256741772,5.8306,10550.9503,5422.443301304926,16383.526159416755,7025.87857402,748.3672903499998,2475.6754341509995,1042.0270221438197,4266.069746644819,25195.260935669536,1661.9599610273306
2019-09-01,25418.705754870414,,129.09748,168.03277,25379.770464870413,2330,204.70200673999994,5.6489,10523.02086102,5155.164285765231,16082.74773612885,5558.598554343,752.4906255,2108.0882439710003,954.1587575675676,3814.737627038568,25192.850338621556,1661.6431857711248
2019-10-01,24248.64550339907,,126.96548,260.17671,24115.43427339907,2633,210.38556329207114,5.713,10793.91619067,5037.167313332747,16252.039230785158,4463.919438285,831.98131974,1138.513502049,817.7213556609123,2788.2161774499123,25223.171240710206,1636.0757286412247
2019-11-01,23996.96026007088,,309.33981,200.41202,24105.88805007088,2281,209.14089491693096,5.747,10551.73317946,5665.723324653107,16669.39682965963,3316.30535974,885.01659374,2338.390525252,620.9314899262562,3844.338608918256,25226.545415703134,1633.510658991282
2019-12-01,26226.02280758292,83154997.0,299.486,189.18052,26336.32828758292,2189,202.04285213864787,5.9489,11084.735684,6464.115071462436,17993.918820468396,3960.4789087834997,944.06818988,2452.2621384839995,394.4729898695283,3790.8033182335275,25276.69996113906,1659.5554963464403
2020-01-01,27131.873560042546,,127.06215,227.428102,27031.507608042546,1841,178.96197064023153,5.9822,9793.554000920001,7567.9996916421,17832.6190075281,5480.528118403001,904.41289968,514.0755445504467,2400.2379898809995,3818.726434111446,25366.888266227717,1727.4466396144385
2020-02-01,25010.189748318327,,283.867992,184.322858,25109.73488231833,1684,171.4941132465108,6.2427,8788.57684324,4960.185073906651,14190.241041550653,7172.732871257689,828.35786031,554.928624240989,2263.929350959,3647.215835509989,25511.342701806978,1614.6488218247218
2020-03-01,24754.09819070055,,307.789375,190.575306,24871.31225970055,1640,161.85935031129418,6.6143,8165.749968403,2582.47378443055,11241.353046701548,9627.606676399999,902.5335811299999,817.8703851590001,2164.73450131,3885.1384675990003,25514.071333513402,1613.4357392676459
2020-04-01,20363.26050827644,,163.566229,163.183652,20363.643085276442,1949,148.51313909856208,6.9864,5310.01677576,1584.1095738784368,7384.928118598437,9140.014900791,855.7129207259999,982.3181731089999,2000.2863950520002,3838.3174888870003,25241.423920941525,2147.735271858743
2020-05-01,20937.847451368,,210.579172,120.680002,21027.746621368005,1849,152.1322241280599,6.8202,6119.710061406,1800.66976879,8414.600717596,9023.442992330001,841.9019115899998,1113.9296972399998,1543.972132612,3499.8037414419996,24925.18048592372,2470.18651460841
2020-06-01,23537.425275939804,,344.00624,56.341372,23825.0901439398,1751,151.41513243315495,6.8525,9547.64028632,3724.1980029704796,13747.37008441148,6583.43787927,789.4474714199999,1137.566388799,1279.6034520393234,3206.6173122583236,24889.188789894368,2483.915744043358
2020-07-01,28650.846724733383,,171.980284,139.648492,28683.178516733384,1799,202.9853079142068,6.9719,9993.593503139,6728.29101412638,17239.53617515338,6741.4245749,743.4059427999999,1263.951329765,2662.528702115,4669.88597468,24881.696573734156,2471.2390244547823
2020-08-01,29343.541525335473,,106.35372,153.052668,29296.842577335472,2630,192.52758526474824,7.3506,9798.901423681,7540.051336735469,17850.989347579467,7025.87857402,748.3672903499998,1242.630879235,2475.6754341509995,4466.673603736,25012.20639755315,2668.8336697340014
2020-09-01,27742.98933375,,52.933243,217.648443,27578.27413375,2527,183.34606452473324,7.7187,9422.186798347,8314.797744613,18254.914306366998,5558.598554343,752.4906255,1068.897603569,2108.0882439710003,3929.4764730400007,25195.41503662645,2769.9067943255445
2020-10-01,25675.03702300706,,55.777162,320.215405,25410.598780007058,3354,182.68897096419946,8.3468,9285.05608717,8468.830908550999,18299.8912919898,4463.919438285,831.98131974,940.7314709432549,1138.513502049,2911.2262927322545,25303.345412177117,2749.1548807957656
2020-11-01,25931.66454686324,,30.643659999999997,372.279671,25590.02853586324,2882,194.68723543792194,7.8324,9603.347239792001,8520.996382578745,18663.307124736748,3316.30535974,885.01659374,728.6449433944999,2338.390525252,3952.0520623864995,25427.023785993148,2723.6523797380746
2020-12-01,27624.318556082802,83614362.0,34.96141000000001,338.266771,27321.013195082804,2539,205.03809369960734,7.437,9983.671098490999,9138.729821865301,19682.874580336298,3960.4789087834997,944.06818988,584.634738599,2452.2621384839995,3980.9650669629996,25509.080861618135,2768.009885416408
2021-01-01,27290.745992905715,,66.3425050802,163.3968068037,27193.691691182215,2564,190.8339797495465,7.3149,9358.11507009,8558.408373229506,18522.425013121505,4326.248955079,956.22562266,2919.143998636999,566.7024034082101,4442.0720247052095,25522.596201879773,2776.502123489848
2021-02-01,24645.91314616098,,84.10866493430001,223.43524762975002,24506.58656346553,2771,187.9966437005855,7.4253,8922.40249275,6842.301971935515,16339.702621181015,4029.0960383980005,872.995859759,2510.5657096120003,893.55291721097,4277.114486581971,25472.333841975375,2790.0816201398243
2021-03-01,28213.90679017117,,91.713547,368.32656339,27937.29377378117,2608,169.226379089328,8.2489,8466.52473238,8392.297482377155,17499.031560158153,6206.365389956999,986.29510457,2521.585264145,1000.62947134102,4508.50984005602,25727.832301482093,2869.2976157745857
2021-04-01,26395.893272399928,,89.192800562,302.12284669999997,26182.963226261927,2931,192.1874221742507,8.2884,7274.5560973,5872.716776196779,13776.57271882078,8074.581380563999,923.9707796900001,2475.432636853,1145.3357564721503,4544.73917301515,26212.775646564216,2319.3285572836808
2021-05-01,25499.448439550957,,213.238035,333.0062101175,25379.680264433457,3055,187.63265995442185,8.4896,7323.26221903,7158.387358738811,15137.40491670281,5818.694637432851,900.72251251,2105.2856447629997,1537.3407281422951,4543.348885415295,26575.436783486337,1689.630923758857
2021-06-01,27228.896817791054,,222.56989998905001,323.601015594,27127.865702186104,3650,182.91205690275928,8.7087,8009.42771712,10104.705544694581,18768.22187242438,4579.113850269723,846.4926246869999,1552.6720917110001,1482.3963786989498,3881.56109509695,26850.66808000686,1453.369849609168
2021-07-01,31266.064772326055,,115.380561,458.44718714849995,30922.998146177557,3914,228.439960114626,8.454,8813.186927300001,11223.573564072758,20714.39764356926,5065.211216212043,801.368384282,3052.1767069780003,1632.910821284749,5486.4559125447495,27037.31971579388,1810.1440120183631
2021-08-01,33023.95857161415,,198.005709,438.1437839655,32783.82049664865,4377,232.2196410476947,8.3164,9700.14720188,12779.98202880379,23185.66268413279,4841.874897666509,795.1727846050001,2635.3725430450004,1565.8756621648583,4996.420989814858,27327.90120906998,2392.154053993747
2021-09-01,28148.460797364623,,226.026012,472.75580522,27901.73100414462,5867,217.20706123009808,8.8912,8434.66993839,11020.53064703297,20157.52502369397,2881.386215110555,831.3131216160001,2890.1384778230004,1388.0979591211,5109.5495585601,27354.855948269527,2397.049067179831
2021-10-01,26713.24372469633,,363.37998,416.099975,26660.52372969633,5426,242.37092545448567,9.608,6840.68401531,11008.5210804826,18582.8607876496,3289.3138396165323,939.913418313,2646.7908881150006,1254.3647910022,4841.069097430201,27459.016360743637,2331.1342368085766
2021-11-01,27040.89458795747,,297.197325,355.53874647000004,26982.553166487472,4567,172.7752854065601,13.4782,9810.03386463,8938.60687632983,19491.479507310833,3125.13010239017,939.463888795,2633.7252937460003,851.09579571547,4424.28497825647,27575.06007996232,2263.3113930080517
2021-12-01,29255.685015031533,84680273.0,367.298051,331.50972406,29291.473341971534,3730,174.8128796996268,13.3211,10429.06906357,9280.723295553322,20448.18006170732,3689.7928529579794,999.293426384,3493.860561063,624.5581129192301,5117.7121003662305,27739.265092203048,2314.1135807880564
2022-01-01,28704.96784255588,,471.68761,425.31665000000004,28751.33880255588,4874,188.5672333846329,13.3209,10566.51456283244,7332.754659683431,19228.405466197535,4738.164182674068,,,,4738.398193684277,27869.069018150854,2324.392246307785
2022-02-01,25796.71748105976,,419.13361,382.47134,25833.37975105976,4402,181.38189125206566,13.8486,9310.031100283968,5815.77016368218,16319.257842718911,5073.058818423136,,,,4404.400819917715,27979.63511711704,2176.7748588816044
2022-03-01,28694.41153928495,,298.70953,330.99687000000006,28662.12419928495,5642,171.18048093508585,14.6739,8502.546875137485,5294.20385347873,15279.877206010391,8103.355337454231,,,,5311.178995820326,28040.037652575687,2185.532046962358
2022-04-01,26079.722999134963,,370.53317,341.73877000000005,26108.517399134962,7244,230.83284173449067,14.8517,6833.557405391786,4193.88556695133,12371.6066417174,8737.493458116716,,,,4970.622899300844,28033.83383364844,2191.380569982103
2022-05-01,25487.34801655859,,430.69858000000005,364.55676,25553.48983655859,8145,208.99564822069286,16.4035,6710.139705696292,4448.58727223032,12129.555822699132,8729.435709865345,,,,4628.356483994114,28048.31796465887,2172.7379987169825
2022-06-01,27238.827888349344,,516.1357899999999,286.42838,27468.535298349343,5424,205.285036861565,16.7,8444.249837256182,5593.889626676511,14881.293149865169,6998.77009045667,,,,5358.7646480275025,28076.707097672468,2161.816130015309
2022-07-01,28893.76881142502,,534.59935,257.06309,29171.30507142502,7926,238.11105544058657,17.9148,9488.182166104372,5888.491628931305,16237.52911650885,5649.556158209021,,,,7006.683536707148,27930.732674776427,2005.651297200965
2022-08-01,31644.83900446598,,566.0709400000001,239.88372999999999,31971.02621446598,9127,234.4081117501577,18.1978,10213.705994555032,9799.887116182726,20845.753961090406,5439.352565775798,,,,5359.732477599773,27862.999817927874,1833.1658157131856
2022-09-01,27259.629745350336,,640.96612,291.66486,27608.931005350336,7065,230.54911449363433,18.5024,10011.066353724036,7567.065248848908,18378.83357729159,3956.882965820635,,,,4923.9132022381145,27838.599818028346,1834.5515311202184
2022-10-01,25046.657439819985,,700.6356699999999,287.23913999999996,25460.053969819983,6355,257.89369093133524,18.6151,10541.657867206359,5007.74468697384,16355.178055514636,3307.943435647603,,,,5383.535948657748,27738.560671371986,1934.6339948766372
2022-11-01,24619.282558726034,,741.27826,241.60618999999997,25118.954628726035,6930,257.9352596459238,18.6121,10896.79434151919,4877.71501433638,16614.90769776715,3168.2487528198153,,,,4836.126108139069,27583.260793225196,2070.8423292961616
2022-12-01,26548.633294135765,85279553.0,723.6249300000001,261.14898999999997,27011.109234135765,4475,256.85331296947106,18.6905,11297.35586126495,6716.150410952609,18893.974696219422,3293.1822843933396,,,,4361.476313523003,27393.23045090555,2003.367537733785
2023-01-01,27034.3,,903.2,240.2,27697.3,2684,,18.8115,11309.9,7262.3,19457.1,2966.5,,,,4610.7,27305.393884025892,1961.0691251501862
2023-02-01,24586.1,,569.1,222.1,24933.1,2747,,18.8875,9202.4,7392.0,17321.0,2422.8,,,,4842.2,27230.370571437583,2038.2060727544529
2023-03-01,26459.4,,559.9,164.0,26855.2,2216,,19.1793,9403.8,5535.9,15775.8,5377.3,,,,5306.3,27079.7935548305,1988.9667760102723
